"","President","File","Term","Party","Date","Words","Win","type","links","urls","sentences","word.count","sent.id"
"295","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","As we consider the road that unfolds before us, we remember with humble gratitude those brave Americans who, at this very hour, patrol far-off deserts and distant mountains.",28,90
"296","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","They have something to tell us today, just as the fallen heroes who lie in Arlington whisper through the ages.",20,91
"297","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","We honor them not only because they are guardians of our liberty, but because they embody the spirit of service, a willingness to find meaning in something greater than themselves.",30,92
"298","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","And yet at this moment, a moment that will define a generation, it is precisely this spirit that must inhabit us all.",22,93
"299","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","For as much as Government can do and must do, it is ultimately the faith and determination of the American people upon which this Nation relies.",26,94
"300","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","It is the kindness to take in a stranger when the levees break, the selflessness of workers who would rather cut their hours than see a friend lose their job, which sees us through our darkest hours.",37,95
"301","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","It is the firefighter's courage to storm a stairway filled with smoke, but also a parent's willingness to nurture a child, that finally decides our fate.",26,96
"302","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","Our challenges may be new.",5,97
"303","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","The instruments with which we meet them may be new.",10,98
"304","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","But those values upon which our success depends--honesty and hard work, courage and fair play, tolerance and curiosity, loyalty and patriotism--these things are old.",24,99
"305","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","These things are true.",4,100
"306","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","They have been the quiet force of progress throughout our history.",11,101
"307","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","What is demanded then is a return to these truths.",10,102
"308","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","What is required of us now is a new era of responsibility, a recognition on the part of every American that we have duties to ourselves, our Nation, and the world.",31,103
"309","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","Duties that we do not grudgingly accept but, rather, seize gladly, firm in the knowledge that there is nothing so satisfying to the spirit, so defining of our character, than giving our all to a difficult task.",37,104
"310","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","This is the price and the promise of citizenship.",9,105
"311","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","This is the source of our confidence, the knowledge that God calls on us to shape an uncertain destiny.",19,106
"312","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","This is the meaning of our liberty and our creed;",10,107
"313","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","why men and women and children of every race and every faith can join in celebration across this magnificent Mall, and why a man whose father less than 60 years ago might not have been served at a local restaurant can now stand before you to take a most sacred oath.",50,108
"314","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","So let us mark this day with remembrance of who we are and how far we have traveled.",18,109
"315","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","In the year of America's birth, in the coldest of months, a small band of patriots huddled by dying campfires on the shores of an icy river.",27,110
"316","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","The Capital was abandoned.",4,111
"317","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","The enemy was advancing.",4,112
"318","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","The snow was stained with blood.",6,113
"319","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","At a moment when the outcome of our Revolution was most in doubt, the Father of our Nation ordered these words be read to the people: Let it be told to the future world |",34,114
"320","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","that in the depth of winter, when nothing but hope and virtue could survive |",14,116
"321","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","that the city and the country, alarmed at one common danger, came forth to meet .",15,118
"322","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","America, in the face of our common dangers, in this winter of our hardship, let us remember these timeless words.",20,119
"323","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","With hope and virtue, let us brave once more the icy currents and endure what storms may come.",18,120
"324","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","Let it be said by our children's children that when we were tested, we refused to let this journey end;",20,121
"325","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","that we did not turn back, nor did we falter.",10,122
"326","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","And with eyes fixed on the horizon and God's grace upon us, we carried forth that great gift of freedom and delivered it safely to future generations.",27,123
"327","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","Thank you.",2,124
"328","Barack Obama","BarackObama",1,"Democratic","39833","2395","Yes","inaug","January 20, 2009","http://www.presidency.ucsb.edu/ws/index.php?pid=44","God bless you, and God bless the United States of America.",11,125
"329","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Thank you.",2,1
"330","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Thank you so much.",4,2
"331","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Vice President Biden, Mr.",4,3
"332","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Chief Justice, Members of the United States Congress, distinguished guests, and fellow citizens: Each time we gather to inaugurate a President we bear witness to the enduring strength of our Constitution.",31,4
"333","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We affirm the promise of our democracy.",7,5
"334","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We recall that what binds this Nation together is not the colors of our skin or the tenets of our faith or the origins of our names.",27,6
"335","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","What makes us exceptional—what makes us American—is our allegiance to an idea articulated in a declaration made more than two centuries ago: We hold these truths to be self-evident, that all men are created equal;",35,7
"336","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","that they are endowed by their Creator with certain unalienable rights;",11,8
"337","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","that among these are life, liberty, and the pursuit of happiness.",11,9
"338","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Today we continue a never-ending journey to bridge the meaning of those words with the realities of our time.",19,10
"339","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","For history tells us that while these truths may be self-evident, they've never been self-executing;",15,11
"340","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","that while freedom is a gift from God, it must be secured by His people here on Earth.",18,12
"341","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","The patriots of 1776 did not fight to replace the tyranny of a king with the privileges of a few or the rule of a mob.",25,13
"342","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","They gave to us a republic, a government of and by and for the people, entrusting each generation to keep safe our founding creed.",24,14
"343","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","And for more than 200 years, we have.",7,15
"344","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Through blood drawn by lash and blood drawn by sword, we learned that no union founded on the principles of liberty and equality could survive half-slave and half-free.",28,16
"345","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We made ourselves anew, and vowed to move forward together.",10,17
"346","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Together, we determined that a modern economy requires railroads and highways to speed travel and commerce, schools and colleges to train our workers.",23,18
"347","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Together, we discovered that a free market only thrives when there are rules to ensure competition and fair play.",19,19
"348","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Together, we resolved that a great nation must care for the vulnerable and protect its people from life's worst hazards and misfortune.",22,20
"349","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Through it all, we have never relinquished our skepticism of central authority nor have we succumbed to the fiction that all society's ills can be cured through government alone.",29,21
"350","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Our celebration of initiative and enterprise, our insistence on hard work and personal responsibility, these are constants in our character.",20,22
"351","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","But we have always understood that when times change, so must we;",12,23
"352","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","that fidelity to our founding principles requires new responses to new challenges;",12,24
"353","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","that preserving our individual freedoms ultimately requires collective action.",9,25
"354","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","For the American people can no more meet the demands of today's world by acting alone than American soldiers could have met the forces of fascism or communism with muskets and militias.",32,26
"355","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","No single person can train all the math and science teachers we'll need to equip our children for the future, or build the roads and networks and research labs that will bring new jobs and businesses to our shores.",39,27
"356","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Now more than ever, we must do these things together, as one nation and one people.",16,28
"357","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","This generation of Americans has been tested by crises that steeled our resolve and proved our resilience.",17,29
"358","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","A decade of war is now ending.",7,30
"359","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","An economic recovery has begun.",5,31
"360","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","America's possibilities are limitless, for we possess all the qualities that this world without boundaries demands: youth and drive;",19,32
"361","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","diversity and openness;",3,33
"362","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","an endless capacity for risk and a gift for reinvention.",10,34
"363","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","My fellow Americans, we are made for this moment and we will seize it—so long as we seize it together.",20,35
"364","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","For we, the people, understand that our country cannot succeed when a shrinking few do very well and a growing many barely make it.",24,36
"365","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We believe that America's prosperity must rest upon the broad shoulders of a rising middle class.",16,37
"366","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We know that America thrives when every person can find independence and pride in their work;",16,38
"367","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","when the wages of honest labor liberate families from the brink of hardship.",13,39
"368","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We are true to our creed when a little girl born into the bleakest poverty knows that she has the same chance to succeed as anybody else, because she is an American;",32,40
"369","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","she is free and she is equal, not just in the eyes of God, but also in our own.",19,41
"370","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We understand that outworn programs are inadequate to the needs of our time.",13,42
"371","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","So we must harness new ideas and technology to remake our government, revamp our Tax Code, reform our schools, and empower our citizens with the skills they need to work harder, learn more, reach higher.",35,43
"372","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","But while the means will change, our purpose endures: a nation that rewards the effort and determination of every single American.",21,44
"373","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","That is what this moment requires.",6,45
"374","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","That is what will give real meaning to our creed.",10,46
"375","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We, the people, still believe that every citizen deserves a basic measure of security and dignity.",16,47
"376","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We must make the hard choices to reduce the cost of health care and the size of our deficit.",19,48
"377","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","But we reject the belief that America must choose between caring for the generation that built this country and investing in the generation that will build its future.",28,49
"378","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","For we remember the lessons of our past, when twilight years were spent in poverty and parents of a child with a disability had nowhere to turn.",27,50
"379","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We do not believe that in this country freedom is reserved for the lucky, or happiness for the few.",19,51
"380","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We recognize that no matter how responsibly we live our lives, any one of us at any time may face a job loss or a sudden illness or a home swept away in a terrible storm.",36,52
"381","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","The commitments we make to each other through Medicare and Medicaid and Social Security, these things do not sap our initiative, they strengthen us.",24,53
"382","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","They do not make us a nation of takers;",9,54
"383","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","they free us to take the risks that make this country great.",12,55
"384","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We, the people, still believe that our obligations as Americans are not just to ourselves, but to all posterity.",19,56
"385","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We will respond to the threat of climate change, knowing that the failure to do so would betray our children and future generations.",23,57
"386","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Some may still deny the overwhelming judgment of science, but none can avoid the devastating impact of raging fires and crippling drought and more powerful storms.",26,58
"387","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","The path towards sustainable energy sources will be long and sometimes difficult.",12,59
"388","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","But America cannot resist this transition, we must lead it.",10,60
"389","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We cannot cede to other nations the technology that will power new jobs and new industries, we must claim its promise.",21,61
"390","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","That's how we will maintain our economic vitality and our national treasure—our forests and waterways, our crop lands and snow-capped peaks.",21,62
"391","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","That is how we will preserve our planet, commanded to our care by God.",14,63
"392","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","That's what will lend meaning to the creed our fathers once declared.",12,64
"393","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We, the people, still believe that enduring security and lasting peace do not require perpetual war.",16,65
"394","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Our brave men and women in uniform, tempered by the flames of battle, are unmatched in skill and courage.",19,66
"395","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Our citizens, seared by the memory of those we have lost, know too well the price that is paid for liberty.",21,67
"396","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","The knowledge of their sacrifice will keep us forever vigilant against those who would do us harm.",17,68
"397","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","But we are also heirs to those who won the peace and not just the war;",16,69
"398","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","who turned sworn enemies into the surest of friends—and we must carry those lessons into this time as well.",19,70
"399","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We will defend our people and uphold our values through strength of arms and rule of law.",17,71
"400","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We will show the courage to try and resolve our differences with other nations peacefully—not because we are naive about the dangers we face, but because engagement can more durably lift suspicion and fear.",34,72
"401","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","America will remain the anchor of strong alliances in every corner of the globe.",14,73
"402","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","And we will renew those institutions that extend our capacity to manage crisis abroad, for no one has a greater stake in a peaceful world than its most powerful nation.",30,74
"403","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We will support democracy from Asia to Africa, from the Americas to the Middle East, because our interests and our conscience compel us to act on behalf of those who long for freedom.",33,75
"404","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","And we must be a source of hope to the poor, the sick, the marginalized, the victims of prejudice—not out of mere charity, but because peace in our time requires the constant advance of those principles that our common creed describes: tolerance and opportunity, human dignity and justice.",48,76
"405","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","We, the people, declare today that the most evident of truths—that all of us are created equal—is the star that guides us still;",23,77
"406","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","just as it guided our forebears through Seneca Falls and Selma and Stonewall;",13,78
"407","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","just as it guided all those men and women, sung and unsung, who left footprints along this great Mall, to hear a preacher say that we cannot walk alone;",29,79
"408","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","to hear a King proclaim that our individual freedom is inextricably bound to the freedom of every soul on Earth.",20,80
"409","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","It is now our generation's task to carry on what those pioneers began.",13,81
"410","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","For our journey is not complete until our wives, our mothers and daughters can earn a living equal to their efforts.",21,82
"411","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Our journey is not complete until our gay brothers and sisters are treated like anyone else under the law—for if we are truly created equal, then surely the love we commit to one another must be equal as well.",39,83
"412","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Our journey is not complete until no citizen is forced to wait for hours to exercise the right to vote.",20,84
"413","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Our journey is not complete until we find a better way to welcome the striving, hopeful immigrants who still see America as a land of opportunity—until bright young students and engineers are enlisted in our workforce rather than expelled from our country.",42,85
"414","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Our journey is not complete until all our children, from the streets of Detroit to the hills of Appalachia, to the quiet lanes of Newtown, know that they are cared for and cherished and always safe from harm.",38,86
"415","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","That is our generation's task—to make these words, these rights, these values of life and liberty and the pursuit of happiness real for every American.",25,87
"416","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Being true to our founding documents does not require us to agree on every contour of life.",17,88
"417","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","It does not mean we all define liberty in exactly the same way or follow the same precise path to happiness.",21,89
"418","Barack Obama","BarackObama",2,"Democratic","41295","2096","Yes","inaug","January 21, 2013","http://www.presidency.ucsb.edu/ws/index.php?pid=102827","Progress does not compel us to settle centuries-long debates about the role of government for all time, but it does require us to act in our time.",27,90
